,Order_ID,Customer_ID,Order_Date,Product,Category,Quantity,Unit_Price,Payment_Method,Order_Status,City,Total_Amount,Year,Month,Day
24955,24956,2615,2023-02-01,Watch,Electronics,18,720.76,Credit Card,Completed,Chennai,12973.68,2023,2,1
24958,24959,3446,2024-02-13,TV,Electronics,14,952.25,PayPal,Completed,Pune,13331.5,2024,2,13
24974,24975,7047,2023-08-23,Tablet,Electronics,17,1970.6,Credit Card,Completed,Pune,33500.2,2023,8,23
24975,24976,5674,2024-05-14,TV,Electronics,8,1694.86,Cash,Returned,Delhi,13558.88,2024,5,14
24976,24977,2214,2023-09-12,Watch,Electronics,4,1625.55,PayPal,Cancelled,Hyderabad,6502.2,2023,9,12
24980,24981,8875,2024-05-17,TV,Electronics,6,1076.53,Credit Card,Cancelled,Bangalore,6459.18,2024,5,17
24987,24988,7263,2024-06-19,Tablet,Electronics,13,2346.05,Debit Card,Completed,Chennai,30498.65,2024,6,19
24994,24995,6243,2023-05-06,Laptop,Electronics,17,1668.91,Cash,Completed,Bangalore,28371.47,2023,5,6
24997,24998,1531,2023-05-28,Camera,Electronics,12,2354.83,UPI,Cancelled,Hyderabad,28257.96,2023,5,28
25002,25003,2254,2024-04-23,Shoes,Electronics,24,605.19,UPI,Completed,Chennai,14524.56,2024,4,23
25015,25016,8194,2024-05-13,Laptop,Electronics,15,1223.26,Cash,Returned,Bangalore,18348.9,2024,5,13
25021,25022,3019,2023-12-25,Watch,Electronics,22,2248.22,Credit Card,Completed,Pune,49460.84,2023,12,25
25027,25028,8669,2024-02-03,Camera,Electronics,16,1278.14,Debit Card,Cancelled,Chennai,20450.24,2024,2,3
25035,25036,3492,2023-06-10,Laptop,Electronics,22,2306.35,Cash,Completed,Hyderabad,50739.7,2023,6,10
25038,25039,5350,2024-07-17,Watch,Electronics,23,1519.45,UPI,Completed,Mumbai,34947.35,2024,7,17
25040,25041,5656,2024-02-27,Shoes,Electronics,5,1818.52,PayPal,Completed,Mumbai,9092.6,2024,2,27
25041,25042,9511,2024-04-15,Mobile,Electronics,16,1267.79,Credit Card,Completed,Delhi,20284.64,2024,4,15
25061,25062,2178,2024-12-10,Camera,Electronics,16,1993.96,Debit Card,Returned,Delhi,31903.36,2024,12,10
25063,25064,3807,2023-03-05,Watch,Electronics,4,1778.68,UPI,Completed,Mumbai,7114.72,2023,3,5
25069,25070,7300,2024-05-07,TV,Electronics,15,1032.44,Credit Card,Completed,Kolkata,15486.6,2024,5,7
25077,25078,5222,2023-02-23,Shoes,Electronics,18,1324.64,PayPal,Returned,Delhi,23843.52,2023,2,23
25079,25080,4088,2024-11-29,Shoes,Electronics,15,732.83,Credit Card,Completed,Kolkata,10992.45,2024,11,29
25081,25082,9664,2024-12-11,Mobile,Electronics,15,1329.55,Credit Card,Completed,Kolkata,19943.25,2024,12,11
25084,25085,2160,2024-03-03,Camera,Electronics,9,1830.42,Debit Card,Returned,Hyderabad,16473.78,2024,3,3
25087,25088,3248,2024-11-01,Camera,Electronics,17,771.35,Debit Card,Completed,Pune,13112.95,2024,11,1
25093,25094,5309,2023-03-06,Headphones,Electronics,17,473.3,UPI,Completed,Hyderabad,8046.1,2023,3,6
25095,25096,9310,2023-07-23,Headphones,Electronics,23,790.51,UPI,Completed,Kolkata,18181.73,2023,7,23
25096,25097,4496,2023-03-17,Shoes,Electronics,20,1763.59,PayPal,Returned,Pune,35271.8,2023,3,17
25100,25101,2672,2024-06-25,Laptop,Electronics,12,2236.52,Cash,Completed,Hyderabad,26838.24,2024,6,25
25103,25104,8026,2024-02-16,TV,Electronics,22,1718.16,PayPal,Completed,Chennai,37799.52,2024,2,16
25122,25123,4606,2023-11-06,Mobile,Electronics,14,2407.67,PayPal,Completed,Pune,33707.38,2023,11,6
25124,25125,1257,2023-08-18,TV,Electronics,18,1927.64,PayPal,Completed,Mumbai,34697.52,2023,8,18
25128,25129,4159,2023-10-02,Headphones,Electronics,15,1236.01,Credit Card,Completed,Bangalore,18540.15,2023,10,2
25131,25132,6402,2024-07-23,Tablet,Electronics,20,1846.52,Credit Card,Completed,Kolkata,36930.4,2024,7,23
25137,25138,4371,2024-06-16,Mobile,Electronics,23,1546.45,Debit Card,Returned,Chennai,35568.35,2024,6,16
25140,25141,6398,2024-11-13,Headphones,Electronics,24,1960.57,PayPal,Cancelled,Hyderabad,47053.68,2024,11,13
25144,25145,5406,2023-06-26,Headphones,Electronics,14,1092.83,UPI,Completed,Pune,15299.62,2023,6,26
25145,25146,8649,2024-01-18,Headphones,Electronics,23,1722.25,PayPal,Completed,Hyderabad,39611.75,2024,1,18
25147,25148,4522,2024-05-29,Watch,Electronics,19,728.72,PayPal,Completed,Kolkata,13845.68,2024,5,29
25157,25158,5941,2023-05-02,Camera,Electronics,18,730.56,PayPal,Completed,Delhi,13150.08,2023,5,2
25169,25170,5966,2023-01-26,Camera,Electronics,5,930.65,UPI,Completed,Delhi,4653.25,2023,1,26
25170,25171,1256,2024-10-12,Mobile,Electronics,14,2101.57,Debit Card,Completed,Hyderabad,29421.98,2024,10,12
25172,25173,7867,2023-12-25,Watch,Electronics,19,1958.55,Cash,Completed,Pune,37212.45,2023,12,25
25173,25174,8854,2024-12-28,Mobile,Electronics,18,1124.41,Cash,Completed,Hyderabad,20239.38,2024,12,28
25177,25178,9067,2024-05-11,Watch,Electronics,18,2059.25,Cash,Completed,Kolkata,37066.5,2024,5,11
25183,25184,6016,2024-05-17,Watch,Electronics,6,1419.06,Credit Card,Completed,Pune,8514.36,2024,5,17
25192,25193,5501,2024-08-23,Mobile,Electronics,11,1130.48,Cash,Completed,Hyderabad,12435.28,2024,8,23
25197,25198,9385,2024-07-29,Shoes,Electronics,3,1519.88,Debit Card,Completed,Pune,4559.64,2024,7,29
25206,25207,1552,2024-01-27,Shoes,Electronics,10,1981.21,UPI,Cancelled,Bangalore,19812.1,2024,1,27
25208,25209,9921,2023-08-29,Headphones,Electronics,6,1744.46,Credit Card,Completed,Bangalore,10466.76,2023,8,29
25209,25210,3560,2023-07-27,Watch,Electronics,4,1156.03,UPI,Completed,Chennai,4624.12,2023,7,27
25220,25221,3758,2024-08-24,Headphones,Electronics,5,1189.16,PayPal,Completed,Pune,5945.8,2024,8,24
25222,25223,4642,2023-03-16,Laptop,Electronics,16,1154.4,Credit Card,Cancelled,Delhi,18470.4,2023,3,16
25226,25227,6586,2023-03-14,Tablet,Electronics,13,1079.4,Cash,Completed,Hyderabad,14032.2,2023,3,14
25235,25236,8476,2023-10-04,Headphones,Electronics,10,1015.87,PayPal,Completed,Mumbai,10158.7,2023,10,4
25259,25260,4887,2023-08-22,Watch,Electronics,13,2335.75,PayPal,Completed,Bangalore,30364.75,2023,8,22
25263,25264,5683,2023-03-09,Camera,Electronics,16,2465.64,UPI,Completed,Chennai,39450.24,2023,3,9
25268,25269,5236,2023-08-17,Shoes,Electronics,23,314.21,Debit Card,Completed,Chennai,7226.83,2023,8,17
25271,25272,2665,2024-12-23,Mobile,Electronics,23,790.99,Credit Card,Completed,Hyderabad,18192.77,2024,12,23
25273,25274,1844,2023-04-05,Tablet,Electronics,24,2183.52,Credit Card,Completed,Hyderabad,52404.48,2023,4,5
25274,25275,1136,2023-06-21,Laptop,Electronics,14,1981.6,PayPal,Completed,Hyderabad,27742.4,2023,6,21
25279,25280,7200,2023-11-19,Camera,Electronics,10,2018.98,PayPal,Completed,Chennai,20189.8,2023,11,19
25281,25282,3061,2023-03-08,Camera,Electronics,6,2214.83,UPI,Completed,Hyderabad,13288.98,2023,3,8
25285,25286,7122,2024-09-30,Watch,Electronics,12,428.56,Debit Card,Completed,Pune,5142.72,2024,9,30
25294,25295,6777,2023-05-28,Shoes,Electronics,21,1151.24,UPI,Completed,Pune,24176.04,2023,5,28
25306,25307,8620,2024-04-22,Camera,Electronics,11,1840.49,UPI,Completed,Delhi,20245.39,2024,4,22
25312,25313,3521,2023-02-22,Tablet,Electronics,13,666.05,Credit Card,Returned,Hyderabad,8658.65,2023,2,22
25322,25323,2171,2024-08-29,TV,Electronics,19,2315.27,Cash,Cancelled,Hyderabad,43990.13,2024,8,29
25326,25327,5561,2023-08-24,Shoes,Electronics,13,2214.78,Debit Card,Completed,Bangalore,28792.14,2023,8,24
25335,25336,9215,2023-07-10,Camera,Electronics,21,523.02,Credit Card,Completed,Delhi,10983.42,2023,7,10
25337,25338,1006,2023-09-02,Camera,Electronics,8,1484.46,Debit Card,Cancelled,Mumbai,11875.68,2023,9,2
25339,25340,6630,2023-09-18,Mobile,Electronics,5,882.13,Cash,Completed,Chennai,4410.65,2023,9,18
25346,25347,6633,2023-02-09,Headphones,Electronics,23,2378.88,Credit Card,Cancelled,Chennai,54714.24,2023,2,9
25347,25348,8413,2023-07-05,Shoes,Electronics,20,1603.34,PayPal,Completed,Hyderabad,32066.8,2023,7,5
25353,25354,5259,2024-08-16,Laptop,Electronics,12,1447.2,PayPal,Completed,Hyderabad,17366.4,2024,8,16
25360,25361,9183,2024-04-20,Headphones,Electronics,11,1035.74,Debit Card,Completed,Pune,11393.14,2024,4,20
25361,25362,6680,2024-03-20,Mobile,Electronics,8,614.77,PayPal,Completed,Mumbai,4918.16,2024,3,20
25366,25367,6104,2023-09-30,Mobile,Electronics,24,848.92,Credit Card,Completed,Chennai,20374.08,2023,9,30
25367,25368,6615,2024-12-01,Laptop,Electronics,19,1193.06,Debit Card,Completed,Kolkata,22668.14,2024,12,1
25368,25369,5502,2023-11-27,TV,Electronics,17,1852.72,Cash,Completed,Hyderabad,31496.24,2023,11,27
25369,25370,8623,2024-04-14,Mobile,Electronics,23,981.73,Credit Card,Returned,Mumbai,22579.79,2024,4,14
25378,25379,5984,2023-01-13,Laptop,Electronics,7,1963.76,UPI,Completed,Delhi,13746.32,2023,1,13
25379,25380,1353,2024-04-05,Camera,Electronics,17,2353.19,Debit Card,Cancelled,Chennai,40004.23,2024,4,5
25380,25381,3318,2023-06-28,Headphones,Electronics,5,2472.1,Credit Card,Cancelled,Delhi,12360.5,2023,6,28
25384,25385,5603,2023-04-07,TV,Electronics,7,2370.26,Cash,Completed,Chennai,16591.82,2023,4,7
25385,25386,9246,2023-07-28,Camera,Electronics,24,2350.96,PayPal,Completed,Kolkata,56423.04,2023,7,28
25390,25391,2501,2023-05-16,TV,Electronics,20,976.91,Debit Card,Completed,Mumbai,19538.2,2023,5,16
25393,25394,8174,2024-12-29,Laptop,Electronics,18,1006.33,Cash,Completed,Delhi,18113.94,2024,12,29
25395,25396,1211,2023-09-05,Laptop,Electronics,23,400.5,Debit Card,Completed,Bangalore,9211.5,2023,9,5
25405,25406,6813,2023-08-08,Camera,Electronics,17,1543.94,PayPal,Cancelled,Kolkata,26246.98,2023,8,8
25412,25413,9437,2023-01-02,Mobile,Electronics,21,833.21,Cash,Completed,Chennai,17497.41,2023,1,2
25415,25416,8209,2024-10-31,Tablet,Electronics,10,476.29,PayPal,Completed,Hyderabad,4762.9,2024,10,31
25422,25423,3921,2024-09-02,TV,Electronics,9,1221.43,Cash,Completed,Mumbai,10992.87,2024,9,2
25435,25436,1104,2023-03-12,Laptop,Electronics,16,806.69,PayPal,Completed,Pune,12907.04,2023,3,12
25436,25437,7862,2023-02-20,Camera,Electronics,20,2339.3,Credit Card,Completed,Pune,46786.0,2023,2,20
25438,25439,2521,2024-07-10,Headphones,Electronics,10,1777.69,Credit Card,Returned,Chennai,17776.9,2024,7,10
25446,25447,3822,2024-04-26,Tablet,Electronics,12,876.17,PayPal,Completed,Pune,10514.04,2024,4,26
25455,25456,1762,2024-01-01,Shoes,Electronics,15,565.47,Credit Card,Completed,Chennai,8482.05,2024,1,1
25470,25471,1913,2024-04-28,Shoes,Electronics,22,2067.33,Debit Card,Completed,Chennai,45481.26,2024,4,28
25475,25476,5306,2024-07-11,Headphones,Electronics,10,2182.95,UPI,Returned,Mumbai,21829.5,2024,7,11
25477,25478,7576,2024-05-03,Shoes,Electronics,15,837.93,Debit Card,Completed,Pune,12568.95,2024,5,3
25478,25479,2522,2024-08-19,Mobile,Electronics,14,719.48,Debit Card,Completed,Delhi,10072.72,2024,8,19
25486,25487,2143,2024-12-11,Laptop,Electronics,6,1297.72,Debit Card,Cancelled,Hyderabad,7786.32,2024,12,11
25487,25488,9237,2023-02-06,Mobile,Electronics,24,816.88,UPI,Returned,Hyderabad,19605.12,2023,2,6
25489,25490,5406,2024-03-20,Shoes,Electronics,10,508.63,PayPal,Completed,Pune,5086.3,2024,3,20
25490,25491,3609,2023-04-03,Watch,Electronics,22,2080.36,Debit Card,Completed,Pune,45767.92,2023,4,3
25499,25500,1565,2023-03-05,Shoes,Electronics,13,685.57,Cash,Completed,Chennai,8912.41,2023,3,5
25519,25520,9929,2023-06-09,Headphones,Electronics,11,1945.51,Debit Card,Cancelled,Bangalore,21400.61,2023,6,9
25525,25526,2385,2024-05-20,Tablet,Electronics,13,2335.88,Cash,Cancelled,Chennai,30366.44,2024,5,20
25545,25546,5905,2023-03-15,Laptop,Electronics,19,1347.54,Credit Card,Cancelled,Mumbai,25603.26,2023,3,15
25557,25558,1997,2023-09-25,TV,Electronics,4,2492.57,Credit Card,Cancelled,Pune,9970.28,2023,9,25
25562,25563,8736,2023-10-10,Shoes,Electronics,15,909.8,UPI,Completed,Delhi,13647.0,2023,10,10
25570,25571,3397,2023-07-29,Laptop,Electronics,9,2123.51,Credit Card,Completed,Mumbai,19111.59,2023,7,29
25578,25579,3803,2024-11-11,Mobile,Electronics,12,502.52,Cash,Cancelled,Delhi,6030.24,2024,11,11
25579,25580,5547,2023-06-21,Camera,Electronics,10,2036.59,UPI,Completed,Chennai,20365.9,2023,6,21
25581,25582,4661,2023-05-06,Tablet,Electronics,22,1097.15,Debit Card,Completed,Chennai,24137.3,2023,5,6
25587,25588,2674,2024-10-08,Camera,Electronics,12,986.76,Cash,Completed,Bangalore,11841.12,2024,10,8
25592,25593,8792,2024-11-08,Watch,Electronics,9,2331.49,Cash,Cancelled,Kolkata,20983.41,2024,11,8
25597,25598,7463,2024-07-15,Headphones,Electronics,14,1062.79,UPI,Completed,Bangalore,14879.06,2024,7,15
25605,25606,9355,2023-04-22,Mobile,Electronics,19,657.07,Credit Card,Completed,Hyderabad,12484.33,2023,4,22
25610,25611,4092,2023-12-09,TV,Electronics,22,1551.43,Cash,Completed,Pune,34131.46,2023,12,9
25611,25612,1698,2023-03-14,Mobile,Electronics,20,1755.05,Credit Card,Completed,Chennai,35101.0,2023,3,14
25622,25623,2891,2023-07-05,Shoes,Electronics,23,1119.21,PayPal,Completed,Mumbai,25741.83,2023,7,5
25623,25624,4506,2024-04-29,Headphones,Electronics,15,482.05,UPI,Completed,Pune,7230.75,2024,4,29
25625,25626,4289,2023-03-17,TV,Electronics,4,1742.89,Debit Card,Completed,Hyderabad,6971.56,2023,3,17
25626,25627,7645,2023-05-12,Camera,Electronics,8,733.92,Debit Card,Completed,Chennai,5871.36,2023,5,12
25628,25629,2617,2023-07-13,Shoes,Electronics,20,2143.66,Credit Card,Completed,Hyderabad,42873.2,2023,7,13
25637,25638,7875,2023-06-17,TV,Electronics,8,908.24,Cash,Completed,Kolkata,7265.92,2023,6,17
25641,25642,1380,2024-10-24,Tablet,Electronics,24,1272.81,Credit Card,Cancelled,Bangalore,30547.44,2024,10,24
25643,25644,2637,2023-09-14,Camera,Electronics,18,1974.79,Debit Card,Cancelled,Bangalore,35546.22,2023,9,14
25645,25646,1524,2023-05-18,Shoes,Electronics,23,1410.83,Debit Card,Completed,Chennai,32449.09,2023,5,18
25648,25649,2093,2023-08-12,Laptop,Electronics,23,1227.91,PayPal,Completed,Kolkata,28241.93,2023,8,12
25649,25650,1104,2023-01-22,Camera,Electronics,17,378.42,Debit Card,Completed,Chennai,6433.14,2023,1,22
25680,25681,7795,2024-04-18,Watch,Electronics,7,1455.9,UPI,Completed,Delhi,10191.3,2024,4,18
25689,25690,5434,2023-08-09,Headphones,Electronics,4,1244.28,Credit Card,Completed,Delhi,4977.12,2023,8,9
25693,25694,6289,2024-11-03,Camera,Electronics,10,1553.04,PayPal,Cancelled,Pune,15530.4,2024,11,3
25698,25699,4611,2023-01-06,Camera,Electronics,6,1551.02,PayPal,Completed,Kolkata,9306.12,2023,1,6
25700,25701,2920,2024-10-18,Headphones,Electronics,2,2083.82,Credit Card,Completed,Pune,4167.64,2024,10,18
25708,25709,1259,2023-02-17,TV,Electronics,8,503.9,Debit Card,Completed,Chennai,4031.2,2023,2,17
25709,25710,4206,2024-11-09,Laptop,Electronics,18,968.55,Cash,Completed,Pune,17433.9,2024,11,9
25714,25715,8541,2024-09-22,Shoes,Electronics,7,1230.69,Credit Card,Cancelled,Bangalore,8614.83,2024,9,22
25715,25716,4508,2023-12-27,TV,Electronics,13,1080.64,Cash,Completed,Delhi,14048.32,2023,12,27
25723,25724,6799,2024-07-15,Tablet,Electronics,18,762.51,PayPal,Completed,Chennai,13725.18,2024,7,15
25725,25726,9509,2024-02-14,Tablet,Electronics,13,1662.47,Debit Card,Completed,Chennai,21612.11,2024,2,14
25727,25728,8913,2023-12-29,Watch,Electronics,17,1287.74,Credit Card,Completed,Pune,21891.58,2023,12,29
25732,25733,6192,2024-08-06,Shoes,Electronics,13,764.29,Debit Card,Completed,Kolkata,9935.77,2024,8,6
25734,25735,1201,2024-04-10,TV,Electronics,18,1840.35,Debit Card,Cancelled,Hyderabad,33126.3,2024,4,10
25739,25740,3598,2023-08-18,Tablet,Electronics,14,1529.63,UPI,Returned,Chennai,21414.82,2023,8,18
25743,25744,4383,2023-03-02,Headphones,Electronics,24,1801.62,PayPal,Completed,Hyderabad,43238.88,2023,3,2
25747,25748,7777,2023-08-01,Tablet,Electronics,19,1321.25,Credit Card,Completed,Delhi,25103.75,2023,8,1
25752,25753,2063,2023-01-15,Laptop,Electronics,24,1170.28,Cash,Cancelled,Hyderabad,28086.72,2023,1,15
25761,25762,7332,2023-01-02,Tablet,Electronics,21,1176.91,PayPal,Completed,Kolkata,24715.11,2023,1,2
25764,25765,4176,2024-09-27,Headphones,Electronics,18,510.07,Credit Card,Completed,Mumbai,9181.26,2024,9,27
25768,25769,3311,2024-08-02,TV,Electronics,9,1296.04,Debit Card,Completed,Mumbai,11664.36,2024,8,2
25769,25770,2229,2023-05-27,Shoes,Electronics,24,2112.87,Credit Card,Completed,Pune,50708.88,2023,5,27
25780,25781,4264,2024-10-12,Shoes,Electronics,21,2287.39,Credit Card,Completed,Delhi,48035.19,2024,10,12
25781,25782,2931,2024-04-01,Tablet,Electronics,21,2222.2,UPI,Completed,Delhi,46666.2,2024,4,1
25783,25784,9181,2024-09-20,TV,Electronics,24,2031.21,UPI,Cancelled,Bangalore,48749.04,2024,9,20
25792,25793,2635,2023-02-10,TV,Electronics,21,2355.65,Debit Card,Completed,Kolkata,49468.65,2023,2,10
25793,25794,5432,2024-11-23,Shoes,Electronics,14,1593.43,Debit Card,Completed,Delhi,22308.02,2024,11,23
25794,25795,8467,2023-01-04,Laptop,Electronics,20,1160.04,Debit Card,Completed,Kolkata,23200.8,2023,1,4
25803,25804,9849,2024-01-28,TV,Electronics,11,1119.83,PayPal,Completed,Pune,12318.13,2024,1,28
25815,25816,7909,2023-05-25,Shoes,Electronics,24,1312.58,Cash,Returned,Bangalore,31501.92,2023,5,25
25817,25818,5653,2023-01-30,TV,Electronics,21,765.36,PayPal,Completed,Kolkata,16072.56,2023,1,30
25831,25832,9840,2024-08-13,TV,Electronics,14,2378.3,Credit Card,Completed,Mumbai,33296.2,2024,8,13
25833,25834,9419,2023-10-15,Watch,Electronics,21,616.14,PayPal,Completed,Pune,12938.94,2023,10,15
25839,25840,5889,2023-01-27,Tablet,Electronics,10,892.21,Debit Card,Returned,Delhi,8922.1,2023,1,27
25848,25849,3534,2024-01-19,Mobile,Electronics,23,266.92,PayPal,Completed,Hyderabad,6139.16,2024,1,19
25861,25862,8362,2023-05-24,Watch,Electronics,13,1136.51,Cash,Completed,Chennai,14774.63,2023,5,24
25879,25880,5457,2024-06-21,Watch,Electronics,22,970.28,Cash,Completed,Pune,21346.16,2024,6,21
25882,25883,8715,2024-11-04,Laptop,Electronics,10,804.96,UPI,Completed,Kolkata,8049.6,2024,11,4
25886,25887,7826,2023-03-31,Mobile,Electronics,11,1373.34,Cash,Completed,Chennai,15106.74,2023,3,31
25887,25888,5085,2024-10-15,Shoes,Electronics,7,1844.81,Credit Card,Completed,Bangalore,12913.67,2024,10,15
25892,25893,3876,2024-03-16,Watch,Electronics,19,279.55,Credit Card,Completed,Delhi,5311.45,2024,3,16
25899,25900,9933,2024-04-27,Headphones,Electronics,3,2483.92,Debit Card,Completed,Kolkata,7451.76,2024,4,27
25900,25901,4008,2024-05-10,Watch,Electronics,24,823.57,Credit Card,Completed,Chennai,19765.68,2024,5,10
25901,25902,8495,2024-04-15,Camera,Electronics,6,1084.54,PayPal,Completed,Mumbai,6507.24,2024,4,15
25905,25906,7897,2023-10-16,Camera,Electronics,12,1823.27,UPI,Completed,Kolkata,21879.24,2023,10,16
25908,25909,1773,2023-11-07,Laptop,Electronics,21,384.83,Credit Card,Cancelled,Chennai,8081.43,2023,11,7
25911,25912,7397,2023-10-14,Camera,Electronics,14,1179.05,UPI,Completed,Hyderabad,16506.7,2023,10,14
25913,25914,4237,2024-04-16,Watch,Electronics,8,2348.58,Credit Card,Cancelled,Delhi,18788.64,2024,4,16
25914,25915,9195,2024-09-26,Shoes,Electronics,23,2392.76,PayPal,Completed,Bangalore,55033.48,2024,9,26
25923,25924,7752,2023-03-15,Camera,Electronics,15,840.16,Cash,Completed,Kolkata,12602.4,2023,3,15
25927,25928,8746,2023-01-29,Shoes,Electronics,6,1054.1,UPI,Completed,Chennai,6324.6,2023,1,29
25930,25931,4134,2024-12-06,Tablet,Electronics,10,1047.76,UPI,Completed,Delhi,10477.6,2024,12,6
25932,25933,4282,2023-10-01,Mobile,Electronics,22,1371.56,Cash,Completed,Mumbai,30174.32,2023,10,1
25938,25939,5452,2023-02-20,Camera,Electronics,12,2111.67,Cash,Completed,Bangalore,25340.04,2023,2,20
25945,25946,9416,2024-07-15,Shoes,Electronics,8,1987.87,UPI,Completed,Mumbai,15902.96,2024,7,15
25947,25948,1225,2024-07-19,TV,Electronics,10,465.05,Credit Card,Returned,Hyderabad,4650.5,2024,7,19
25950,25951,4179,2023-01-23,Laptop,Electronics,16,1294.85,UPI,Completed,Kolkata,20717.6,2023,1,23
25951,25952,5223,2023-08-11,Tablet,Electronics,24,781.69,PayPal,Completed,Kolkata,18760.56,2023,8,11
25972,25973,8352,2023-11-15,Tablet,Electronics,15,404.08,PayPal,Completed,Chennai,6061.2,2023,11,15
25977,25978,4079,2024-01-10,TV,Electronics,20,516.46,Cash,Completed,Mumbai,10329.2,2024,1,10
25984,25985,7680,2024-12-03,Watch,Electronics,15,1550.08,Credit Card,Completed,Mumbai,23251.2,2024,12,3
25995,25996,1921,2023-08-17,Shoes,Electronics,9,1383.64,Cash,Completed,Hyderabad,12452.76,2023,8,17
26006,26007,2460,2023-08-13,TV,Electronics,17,1613.38,PayPal,Completed,Bangalore,27427.46,2023,8,13
26020,26021,3728,2023-12-15,Tablet,Electronics,23,2260.76,Credit Card,Cancelled,Pune,51997.48,2023,12,15
26025,26026,2230,2023-04-23,Headphones,Electronics,16,770.97,Cash,Completed,Delhi,12335.52,2023,4,23
26026,26027,5395,2023-06-18,Watch,Electronics,17,436.73,Cash,Completed,Kolkata,7424.41,2023,6,18
26027,26028,7051,2023-09-26,Laptop,Electronics,10,2173.17,Credit Card,Completed,Kolkata,21731.7,2023,9,26
26028,26029,2476,2024-11-28,Watch,Electronics,19,1497.36,Debit Card,Completed,Chennai,28449.84,2024,11,28
26029,26030,3023,2023-12-03,TV,Electronics,15,1169.34,UPI,Completed,Bangalore,17540.1,2023,12,3
26039,26040,2752,2024-07-24,Watch,Electronics,21,2157.95,PayPal,Completed,Kolkata,45316.95,2024,7,24
26049,26050,2764,2024-11-04,Camera,Electronics,19,854.5,Credit Card,Completed,Delhi,16235.5,2024,11,4
26051,26052,4830,2024-12-28,Headphones,Electronics,11,885.33,UPI,Completed,Hyderabad,9738.63,2024,12,28
26052,26053,7700,2024-10-18,Headphones,Electronics,12,960.11,Cash,Completed,Pune,11521.32,2024,10,18
26053,26054,3958,2024-01-13,Watch,Electronics,24,420.25,PayPal,Returned,Chennai,10086.0,2024,1,13
26060,26061,5189,2024-06-21,Camera,Electronics,15,974.31,UPI,Cancelled,Pune,14614.65,2024,6,21
26070,26071,9923,2023-09-26,Shoes,Electronics,3,2412.49,Cash,Returned,Chennai,7237.47,2023,9,26
26089,26090,4728,2024-07-18,Tablet,Electronics,17,1489.28,Credit Card,Completed,Pune,25317.76,2024,7,18
26091,26092,4526,2024-01-18,Shoes,Electronics,24,1792.91,Credit Card,Returned,Mumbai,43029.84,2024,1,18
26104,26105,7593,2023-10-09,Headphones,Electronics,17,2470.32,Debit Card,Completed,Pune,41995.44,2023,10,9
26107,26108,4254,2024-08-08,Laptop,Electronics,11,543.51,PayPal,Completed,Mumbai,5978.61,2024,8,8
26111,26112,5797,2023-10-07,Camera,Electronics,22,1420.66,PayPal,Completed,Hyderabad,31254.52,2023,10,7
26115,26116,5877,2024-06-14,Mobile,Electronics,2,2192.63,UPI,Completed,Delhi,4385.26,2024,6,14
26119,26120,4133,2024-09-22,Watch,Electronics,24,1485.51,Debit Card,Completed,Pune,35652.24,2024,9,22
26123,26124,2932,2023-02-26,Shoes,Electronics,13,1703.54,Debit Card,Completed,Hyderabad,22146.02,2023,2,26
26131,26132,3620,2023-06-17,Headphones,Electronics,21,2129.64,PayPal,Completed,Mumbai,44722.44,2023,6,17
26134,26135,6931,2023-09-26,Headphones,Electronics,12,1008.99,Cash,Completed,Chennai,12107.88,2023,9,26
26153,26154,7343,2024-07-15,Mobile,Electronics,20,1657.68,UPI,Completed,Chennai,33153.6,2024,7,15
26158,26159,9271,2024-01-28,Watch,Electronics,12,2114.57,Cash,Completed,Pune,25374.84,2024,1,28
26159,26160,5840,2023-09-02,Mobile,Electronics,16,1152.14,Credit Card,Completed,Delhi,18434.24,2023,9,2
26171,26172,3834,2023-07-09,Tablet,Electronics,15,2070.51,Cash,Completed,Delhi,31057.65,2023,7,9
26172,26173,8116,2024-10-14,Laptop,Electronics,22,529.54,Credit Card,Completed,Mumbai,11649.88,2024,10,14
26176,26177,7494,2023-06-09,Tablet,Electronics,10,617.5,Cash,Completed,Kolkata,6175.0,2023,6,9
26178,26179,9190,2024-07-26,Headphones,Electronics,20,315.28,Debit Card,Completed,Bangalore,6305.6,2024,7,26
26179,26180,8444,2023-09-22,Mobile,Electronics,4,2333.92,Debit Card,Completed,Mumbai,9335.68,2023,9,22
26184,26185,7883,2023-08-29,Headphones,Electronics,17,418.35,Credit Card,Completed,Bangalore,7111.95,2023,8,29
26188,26189,9302,2024-12-15,TV,Electronics,20,2271.07,Debit Card,Completed,Delhi,45421.4,2024,12,15
26192,26193,5970,2024-11-20,Camera,Electronics,23,1755.01,UPI,Completed,Chennai,40365.23,2024,11,20
26197,26198,8794,2024-03-31,TV,Electronics,11,1551.97,Credit Card,Completed,Bangalore,17071.67,2024,3,31
26204,26205,4415,2023-04-03,TV,Electronics,13,1873.46,Debit Card,Cancelled,Kolkata,24354.98,2023,4,3
26207,26208,7164,2024-03-09,Mobile,Electronics,3,1892.49,Credit Card,Completed,Delhi,5677.47,2024,3,9
26215,26216,9944,2023-04-05,Tablet,Electronics,20,1744.99,PayPal,Completed,Bangalore,34899.8,2023,4,5
26218,26219,4897,2023-02-13,Tablet,Electronics,13,2416.67,Cash,Completed,Mumbai,31416.71,2023,2,13
